price,event_date,product_content_id,sold_count,visit_count,favored_count,basket_count,category_sold,category_brand_sold,category_visits,ty_visits,category_basket,category_favored
60.12539257,26/04/2021,31515569,449,30116,2878,4202,1679,87105,10444,138166259,953563,72813
59.99,26/04/2021,32737302,33,3513,362,271,1707,50568,2415,138166259,455188,18686
140.2408796,26/04/2021,32939029,216,9444,1559,1243,1042,7894,1087,138166259,63661,6277
,26/04/2021,48740784,0,0,0,0,26,49142,3110,138166259,779946,26428
,26/04/2021,73318567,0,243,18,0,1707,50568,2415,138166259,455188,18686
84.2,25/04/2021,85004,64,3863,801,413,384,44103,4078,141577160,249325,27693
74.58528302,25/04/2021,4066298,212,5556,489,806,1233,5719,2757,141577160,52358,10478
129.9141631,25/04/2021,6676673,233,17918,1618,1265,595,28617,4332,141577160,331916,25187
283.7842105,25/04/2021,7061886,19,3736,484,159,151,11878,749,141577160,135389,5676
60.19000547,25/04/2021,31515569,297,20570,1986,2263,1065,98588,10086,141577160,1012341,66768
59.99,25/04/2021,32737302,20,3493,444,217,1786,67843,2434,141577160,582551,17681
141.7628866,25/04/2021,32939029,194,9782,1685,1190,836,7579,891,141577160,60406,5340
,25/04/2021,48740784,0,3,0,0,34,51872,2946,141577160,848103,25804
,25/04/2021,73318567,0,561,44,0,1786,67843,2434,141577160,582551,17681
84.27982759,24/04/2021,85004,58,3524,700,375,396,39001,4061,141692633,238604,26943
70.19303977,24/04/2021,4066298,352,8711,791,1673,1434,7852,3159,141692633,65637,14233
130.0610687,24/04/2021,6676673,262,18845,2019,1224,632,28431,4553,141692633,334757,26207
284,24/04/2021,7061886,29,3158,366,154,147,10437,755,141692633,119513,5091
59.99,24/04/2021,31515569,340,23377,2430,2473,1242,106895,10799,141692633,1121238,72485
59.99,24/04/2021,32737302,25,3339,364,223,1855,67635,2602,141692633,571143,19162
142.132,24/04/2021,32939029,150,9234,1560,1180,971,9130,1021,141692633,64592,6483
,24/04/2021,48740784,0,8,0,0,43,55286,3389,141692633,882371,27950
59.99,24/04/2021,73318567,2,461,44,5,1855,67635,2602,141692633,571143,19162
83.25789474,23/04/2021,85004,57,2935,470,360,362,32112,3838,132336200,209770,24814
64.05627193,23/04/2021,4066298,1140,16088,1729,4463,2773,9917,4610,132336200,83310,21633
129.8548387,23/04/2021,6676673,248,19146,1988,1210,696,33854,4950,132336200,352696,28259
284,23/04/2021,7061886,28,2459,278,121,122,9651,728,132336200,109497,4259
59.99,23/04/2021,31515569,322,21993,1978,2333,1154,100768,10804,132336200,1083439,72284
59.99,23/04/2021,32737302,17,2485,291,150,1728,54558,2536,132336200,476408,17703
140.4324747,23/04/2021,32939029,198,9493,1706,1229,1049,9528,1091,132336200,64616,6207
,23/04/2021,48740784,0,0,0,0,40,49718,3263,132336200,819610,27573
,23/04/2021,73318567,0,228,20,0,1728,54558,2536,132336200,476408,17703
84.09482759,22/04/2021,85004,58,2741,397,313,422,28072,3614,112689057,190747,22832
64.53347107,22/04/2021,4066298,726,8415,493,2529,2081,4618,3662,112689057,56986,14818
129.9731861,22/04/2021,6676673,317,14950,772,1086,793,20382,5156,112689057,305732,24185
285.5714286,22/04/2021,7061886,14,1778,137,79,119,6642,680,112689057,78836,3323
59.99,22/04/2021,31515569,258,17248,1134,2097,1021,89296,9667,112689057,953191,63291
58.24,22/04/2021,32737302,20,2216,246,157,1285,37845,1828,112689057,348605,12987
145.992378,22/04/2021,32939029,164,6002,593,769,709,3763,743,112689057,38991,3552
,22/04/2021,48740784,0,1,0,0,29,44072,2997,112689057,709677,23160
,22/04/2021,73318567,0,126,7,0,1285,37845,1828,112689057,348605,12987
83.17666667,21/04/2021,85004,48,2760,396,321,443,27604,4028,122353032,195225,24531
74.99635659,21/04/2021,4066298,258,4270,259,823,1356,4257,2994,122353032,49861,12178
131.6512195,21/04/2021,6676673,287,15182,736,1110,877,21465,5618,122353032,319849,25463
283.7727273,21/04/2021,7061886,22,1968,180,100,148,7708,794,122353032,89506,3841
59.99,21/04/2021,31515569,456,21121,1579,2305,1694,111333,14191,122353032,1151484,76862
54.99,21/04/2021,32737302,32,3444,389,238,1969,47905,2874,122353032,435989,16452
152.9167068,21/04/2021,32939029,249,8545,899,1357,1023,4897,1082,122353032,49550,4772
,21/04/2021,48740784,0,1,0,0,39,54755,4038,122353032,838968,25740
,21/04/2021,73318567,0,217,15,0,1969,47905,2874,122353032,435989,16452
85.18965517,20/04/2021,85004,58,3026,465,331,454,28991,4055,121129730,199794,24470
75,20/04/2021,4066298,292,5014,327,865,1497,4981,3228,121129730,54945,12364
133.1864912,20/04/2021,6676673,285,20106,1226,1277,936,24894,5515,121129730,342492,26264
284,20/04/2021,7061886,27,1946,191,111,145,6954,785,121129730,89143,3626
59.99,20/04/2021,31515569,475,23384,1551,3014,1747,99650,14412,121129730,1106424,79919
56.66934705,20/04/2021,32737302,40,2899,306,236,1686,43025,2384,121129730,392053,15814
143.9150811,20/04/2021,32939029,185,5899,795,711,928,4380,969,121129730,43326,3751
,20/04/2021,48740784,0,2,0,0,61,57093,4174,121129730,873903,28621
,20/04/2021,73318567,0,238,14,0,1686,43025,2384,121129730,392053,15814
86.09061538,19/04/2021,85004,65,3171,426,380,475,29857,4397,118960272,210016,25549
70.8725,19/04/2021,4066298,408,5308,320,1042,1767,5108,3731,118960272,55935,13797
129.0482185,19/04/2021,6676673,421,21766,1298,1753,1019,21829,5562,118960272,323890,25675
281.1875,19/04/2021,7061886,16,1932,202,117,173,7175,736,118960272,92967,3895
60.13089346,19/04/2021,31515569,398,21832,1329,2977,1410,88864,12273,118960272,952767,66285
54.99,19/04/2021,32737302,26,2829,358,162,1460,39108,1895,118960272,351566,11561
143.1451813,19/04/2021,32939029,193,5616,567,741,1017,4702,1092,118960272,47908,4108
,19/04/2021,48740784,0,0,0,0,26,51990,3545,118960272,810814,24682
,19/04/2021,73318567,0,164,7,0,1460,39108,1895,118960272,351566,11561
83.50239437,18/04/2021,85004,71,3458,550,436,492,39654,4610,141122774,247769,29518
69,18/04/2021,4066298,481,5311,276,1159,1903,4844,3876,141122774,55315,12520
128.23523,18/04/2021,6676673,413,19463,1027,1585,921,20810,4827,141122774,319079,24207
275,18/04/2021,7061886,31,2798,277,142,184,8279,911,141122774,109010,4445
60.11639972,18/04/2021,31515569,441,24438,1512,2983,1491,111099,13541,141122774,1108278,72193
54.99,18/04/2021,32737302,23,3507,418,223,1724,53226,2166,141122774,465791,15196
142.0974093,18/04/2021,32939029,193,6266,927,766,968,7122,1026,141122774,57296,4384
,18/04/2021,48740784,0,2,0,0,46,64192,3857,141122774,1008533,28828
,18/04/2021,73318567,0,236,22,0,1724,53226,2166,141122774,465791,15196
84.07985915,17/04/2021,85004,71,3232,548,368,480,37050,4494,136161033,233825,28578
69.09905213,17/04/2021,4066298,422,5032,314,1150,1786,5412,3780,136161033,55406,13347
130.2935211,17/04/2021,6676673,355,20361,1016,1645,933,20710,5055,136161033,324758,25702
275,17/04/2021,7061886,26,2395,222,126,152,9814,977,136161033,105591,4918
59.99,17/04/2021,31515569,360,25918,1674,3600,1322,107114,13205,136161033,1080461,73417
54.99,17/04/2021,32737302,27,3242,353,221,1734,57231,2202,136161033,487966,16043
142.5423485,17/04/2021,32939029,132,5669,655,603,953,5424,1006,136161033,50569,4429
,17/04/2021,48740784,0,1,0,0,34,63757,4048,136161033,1014710,31069
,17/04/2021,73318567,0,328,23,0,1734,57231,2202,136161033,487966,16043
84.57014493,16/04/2021,85004,69,3454,557,441,449,40174,4196,113739321,247751,32931
69,16/04/2021,4066298,447,4943,317,1146,1939,4929,3853,113739321,54009,12551
126.168295,16/04/2021,6676673,522,30148,2623,2634,1244,30285,6078,113739321,375393,31097
275,16/04/2021,7061886,25,2299,251,112,149,11034,959,113739321,103690,4759
59.99,16/04/2021,31515569,315,22957,1622,2717,1043,78045,11136,113739321,801606,60169
55.70428571,16/04/2021,32737302,21,2248,269,149,1329,44569,1761,113739321,355929,12159
142.2866977,16/04/2021,32939029,215,7955,1148,929,1063,5227,1118,113739321,51338,4664
,16/04/2021,48740784,0,1,0,0,33,56561,4055,113739321,859095,28256
,16/04/2021,73318567,0,213,21,0,1329,44569,1761,113739321,355929,12159
83.94877778,15/04/2021,85004,90,3770,567,502,565,50846,6122,110483850,274305,39572
69.0206379,15/04/2021,4066298,533,5288,281,1427,2363,7443,4452,110483850,58763,14394
123.21493,15/04/2021,6676673,714,45148,4104,3785,1519,37032,6466,110483850,421077,33351
277.3823529,15/04/2021,7061886,34,2088,188,133,134,16920,918,110483850,105674,5031
59.99,15/04/2021,31515569,349,21084,1231,2726,1145,78711,11090,110483850,775667,58309
59.99,15/04/2021,32737302,17,2244,276,149,1299,42703,1646,110483850,342722,11542
143.2595652,15/04/2021,32939029,184,8176,1388,918,1290,6516,1349,110483850,55736,5540
,15/04/2021,48740784,0,3,0,0,50,49581,3990,110483850,783494,26845
,15/04/2021,73318567,0,249,15,0,1299,42703,1646,110483850,342722,11542
85.54428571,14/04/2021,85004,49,3183,544,409,459,39568,4599,107502305,233736,31367
69,14/04/2021,4066298,366,4798,303,1265,1762,5409,3456,107502305,52762,13603
126.1714592,14/04/2021,6676673,466,20154,1042,1697,933,17379,4567,107502305,279616,21282
283.6666667,14/04/2021,7061886,15,1587,144,70,101,5776,657,107502305,74612,3145
59.99,14/04/2021,31515569,310,23549,1467,3157,935,73047,8850,107502305,711038,51751
59.99,14/04/2021,32737302,16,2363,320,150,1196,48835,1458,107502305,354452,11013
150.6218579,14/04/2021,32939029,183,6160,546,792,943,4603,993,107502305,43018,4283
,14/04/2021,48740784,0,3,0,0,36,51064,3323,107502305,748194,24716
,14/04/2021,73318567,0,189,12,2,1196,48835,1458,107502305,354452,11013
86.36415094,13/04/2021,85004,53,3036,593,423,595,33757,4342,93742430,215411,28606
69.3653352,13/04/2021,4066298,358,4769,340,1096,1633,5864,3183,93742430,47579,11213
123.9891945,13/04/2021,6676673,509,20176,1005,1813,922,16345,4174,93742430,262276,20657
284,13/04/2021,7061886,19,1373,147,81,93,5239,573,93742430,66264,2787
59.99,13/04/2021,31515569,252,16568,1078,1549,707,61103,7518,93742430,609190,41621
59.99,13/04/2021,32737302,16,1778,203,116,905,36190,1139,93742430,266346,8198
141.0773585,13/04/2021,32939029,159,4674,454,568,844,3285,878,93742430,37347,3355
,13/04/2021,48740784,0,0,0,0,38,47022,3195,93742430,700185,22056
,13/04/2021,73318567,0,152,6,0,905,36190,1139,93742430,266346,8198
83.27881356,12/04/2021,85004,59,3813,573,507,490,35392,4755,94664899,241878,34991
69.36696049,12/04/2021,4066298,329,5594,324,1333,2108,4696,3772,94664899,55070,14688
111.0288199,12/04/2021,6676673,805,24117,1170,2543,1203,17114,4769,94664899,275988,22772
284,12/04/2021,7061886,13,1606,156,77,97,5423,670,94664899,72508,3219
60.01998137,12/04/2021,31515569,235,16782,1192,1706,756,66202,8280,94664899,672616,46584
59.99,12/04/2021,32737302,21,1583,183,135,868,25200,1136,94664899,217566,8025
140.0211765,12/04/2021,32939029,187,6998,718,818,884,3862,932,94664899,41265,3826
,12/04/2021,48740784,0,0,0,0,52,48229,3477,94664899,765332,23953
,12/04/2021,73318567,0,160,6,0,868,25200,1136,94664899,217566,8025
78.25504348,11/04/2021,85004,115,4859,927,702,876,51393,7283,128491255,318448,50004
65.03236395,11/04/2021,4066298,588,6927,408,1684,2270,5082,4292,128491255,60015,15116
113.811502,11/04/2021,6676673,739,28544,1565,2754,1271,21040,5172,128491255,329693,26069
284,11/04/2021,7061886,27,2464,276,135,149,8987,928,128491255,109642,4602
59.0909657,11/04/2021,31515569,565,25996,1830,2880,1582,93084,12086,128491255,925610,63538
59.99,11/04/2021,32737302,29,2120,240,151,1037,32416,1407,128491255,290803,9235
137.6216117,11/04/2021,32939029,273,7664,870,900,1121,5379,1181,128491255,52945,4704
,11/04/2021,48740784,0,3,0,0,53,67750,4998,128491255,1115982,33004
,11/04/2021,73318567,0,255,11,0,1037,32416,1407,128491255,290803,9235
77.78123457,10/04/2021,85004,81,4057,634,584,774,48760,6414,123623591,293819,46854
65.08637066,10/04/2021,4066298,518,6406,401,1710,1919,4615,3696,123623591,55263,13780
110.8050042,10/04/2021,6676673,1179,68378,4736,6136,1860,34210,6110,123623591,450223,34939
284,10/04/2021,7061886,29,2229,203,112,152,6863,807,123623591,94160,4086
59.06419335,10/04/2021,31515569,508,27671,1577,3259,1434,80530,10711,123623591,859338,60360
59.99,10/04/2021,32737302,26,1927,200,134,935,26917,1292,123623591,248175,9293
137.9660606,10/04/2021,32939029,165,6624,671,717,939,4182,982,123623591,49109,4387
,10/04/2021,48740784,0,2,0,0,52,68858,5226,123623591,1116782,36785
,10/04/2021,73318567,0,190,9,4,935,26917,1292,123623591,248175,9293
77.78265306,09/04/2021,85004,98,3781,584,545,632,41134,5211,98458217,243958,36342
65.23728538,09/04/2021,4066298,431,5240,293,1455,1777,3976,3139,98458217,46716,11815
111.0215962,09/04/2021,6676673,733,35404,2162,3275,1308,21881,5047,98458217,342688,27742
280.2631579,09/04/2021,7061886,19,2224,276,117,111,6896,655,98458217,86272,3557
58.99,09/04/2021,31515569,492,20374,1284,2747,1246,60014,9010,98458217,661968,50417
59.99,09/04/2021,32737302,12,1384,133,109,863,20568,1036,98458217,188084,7264
138.0890323,09/04/2021,32939029,186,5693,474,755,928,3513,970,98458217,41864,4091
,09/04/2021,48740784,0,2,0,0,52,53692,4441,98458217,902310,30262
,09/04/2021,73318567,0,172,5,0,863,20568,1036,98458217,188084,7264
77.81048077,08/04/2021,85004,104,4620,696,583,756,41646,6655,105908791,281926,42036
64.99,08/04/2021,4066298,710,9174,530,2090,2577,5169,4461,105908791,63361,14949
117.3993511,08/04/2021,6676673,940,65474,4268,5068,1715,29988,6025,105908791,441502,31753
278.2,08/04/2021,7061886,15,1806,150,76,137,5532,831,105908791,75487,3495
58.99,08/04/2021,31515569,565,21633,1418,2307,1657,66100,10268,105908791,738459,54292
59.99,08/04/2021,32737302,18,1405,141,100,1021,20483,1208,105908791,193022,6438
139.5582456,08/04/2021,32939029,285,7811,564,1186,1265,3898,1327,105908791,51262,5369
,08/04/2021,48740784,0,0,0,0,57,56020,5137,105908791,981996,31244
,08/04/2021,73318567,0,240,11,2,1021,20483,1208,105908791,193022,6438
77.53292683,07/04/2021,85004,205,5990,886,885,1115,64250,10250,119409207,390930,64914
65.01819738,07/04/2021,4066298,993,13124,760,2742,3587,7845,5974,119409207,84337,19354
114.4005188,07/04/2021,6676673,771,24996,1603,2432,1491,21847,6282,119409207,334933,29241
278.5555556,07/04/2021,7061886,27,1650,118,86,182,6713,978,119409207,80033,4140
59.03361415,07/04/2021,31515569,871,29548,1929,3235,2475,77162,14542,119409207,875963,66755
59.99,07/04/2021,32737302,31,1934,217,127,1361,22420,1634,119409207,217691,7843
138.9249351,07/04/2021,32939029,385,10291,1086,1529,1766,6101,1837,119409207,67802,7102
,07/04/2021,48740784,0,3,0,0,50,56403,5814,119409207,984801,32322
,07/04/2021,73318567,0,267,14,0,1361,22420,1634,119409207,217691,7843
77.82260606,06/04/2021,85004,165,6377,1077,871,952,68792,9392,128558035,400477,69429
64.99,06/04/2021,4066298,1186,17345,1244,3792,4058,10101,6704,128558035,103112,23886
119.7613714,06/04/2021,6676673,700,27746,2452,2327,1367,25652,6442,128558035,364911,30941
279,06/04/2021,7061886,30,1821,175,114,202,7906,1050,128558035,94231,4719
58.99,06/04/2021,31515569,850,41235,3157,4599,2339,79813,13529,128558035,929144,71002
59.99,06/04/2021,32737302,26,2171,251,144,1396,24746,1623,128558035,242970,8761
134.8566572,06/04/2021,32939029,353,15056,2119,2064,1866,10600,1921,128558035,86949,8869
,06/04/2021,48740784,0,1,0,0,79,65649,6159,128558035,1158593,37815
,06/04/2021,73318567,0,283,13,0,1396,24746,1623,128558035,242970,8761
78.72148936,05/04/2021,85004,141,6140,1172,799,936,56879,8302,139217259,353321,55259
64.99,05/04/2021,4066298,1701,24495,2286,6408,5182,13124,8073,139217259,126968,32405
117.1128205,05/04/2021,6676673,702,32242,1911,2977,1391,29018,6722,139217259,423506,35757
278.3684211,05/04/2021,7061886,38,2315,191,136,232,8441,1151,139217259,108283,5157
59.1290211,05/04/2021,31515569,926,57284,3758,5883,2497,76206,13431,139217259,935383,70711
59.99,05/04/2021,32737302,33,2629,252,204,1533,26686,1765,139217259,271871,10301
136.318,05/04/2021,32939029,310,15589,2696,2249,1768,8913,1820,139217259,78138,8571
,05/04/2021,48740784,0,2,0,0,87,81981,7025,139217259,1448797,46527
,05/04/2021,73318567,0,361,23,0,1533,26686,1765,139217259,271871,10301
78.47714286,04/04/2021,85004,98,5240,894,716,802,51751,6170,139955144,312029,45657
66.05314433,04/04/2021,4066298,776,10374,714,2818,2557,6729,4476,139955144,74600,18757
122.2228947,04/04/2021,6676673,342,30454,2136,2079,864,30824,4867,139955144,443919,32948
278.8,04/04/2021,7061886,30,2955,330,172,161,8770,882,139955144,111767,5061
59.30919825,04/04/2021,31515569,597,37345,2544,4531,1641,87293,11321,139955144,981821,69549
59.99,04/04/2021,32737302,43,2623,241,220,1601,32050,1895,139955144,315784,12748
137.3306931,04/04/2021,32939029,303,12915,1920,1712,1271,7840,1320,139955144,71130,6997
,04/04/2021,48740784,0,4,0,0,68,81685,6029,139955144,1525214,46369
,04/04/2021,73318567,0,424,28,0,1601,32050,1895,139955144,315784,12748
80.57847619,03/04/2021,85004,105,5936,2254,646,518,37283,3764,113998577,217314,27611
70.04357143,03/04/2021,4066298,280,3658,240,707,1302,4027,2670,113998577,42872,9097
117.0415544,03/04/2021,6676673,193,16374,741,1429,695,17415,4149,113998577,299334,23712
279,03/04/2021,7061886,25,2018,178,117,113,5901,643,113998577,78493,3203
59.99,03/04/2021,31515569,411,24123,1530,2263,1294,75432,9373,113998577,810991,53042
59.99,03/04/2021,32737302,13,1767,196,109,1043,26279,1362,113998577,248265,8517
141.561716,03/04/2021,32939029,169,6480,747,812,693,3770,722,113998577,41705,3574
,03/04/2021,48740784,0,1,0,0,53,77048,5005,113998577,1321243,37976
,03/04/2021,73318567,0,320,24,6,1043,26279,1362,113998577,248265,8517
79.86365591,02/04/2021,85004,93,5107,1730,583,453,29986,3205,99272327,177515,22959
69.99,02/04/2021,4066298,257,3453,233,646,1134,3737,2365,99272327,41067,8288
121.2864344,02/04/2021,6676673,244,13753,703,1124,780,17645,4274,99272327,281418,22452
279,02/04/2021,7061886,34,1696,187,124,94,5162,532,99272327,62305,2613
59.99,02/04/2021,31515569,388,20453,1321,2163,1137,71148,11322,99272327,766846,59919
59.99,02/04/2021,32737302,22,1200,108,76,868,22177,1739,99272327,208646,9329
142.5106667,02/04/2021,32939029,135,4747,529,547,613,2818,648,99272327,32741,2792
,02/04/2021,48740784,0,3,0,0,45,98258,6792,99272327,1468770,47512
,02/04/2021,73318567,0,227,8,0,868,22177,1739,99272327,208646,9329
80.85951613,01/04/2021,85004,62,3496,519,438,527,34055,3354,94690795,193219,25521
69.99,01/04/2021,4066298,327,4533,334,932,1351,5002,2762,94690795,56191,12652
127.7114375,01/04/2021,6676673,160,8790,460,671,775,20825,4496,94690795,293903,23688
279,01/04/2021,7061886,22,1456,116,103,91,6411,589,94690795,67131,2708
59.99,01/04/2021,31515569,456,23071,1448,2451,1254,67916,8363,94690795,697211,47783
59.99,01/04/2021,32737302,16,1331,153,111,951,18215,1127,94690795,168387,6519
143.9802643,01/04/2021,32939029,227,7281,929,915,829,3241,869,94690795,37024,3559
,01/04/2021,48740784,0,2,0,0,41,70157,5244,94690795,1153226,35336
,01/04/2021,73318567,0,222,16,0,951,18215,1127,94690795,168387,6519
80.66842105,31/03/2021,85004,57,3414,917,421,529,36336,3926,97565790,204028,24787
69.98707317,31/03/2021,4066298,410,4761,351,1233,1656,4286,3281,97565790,49935,12691
126.4463068,31/03/2021,6676673,176,9548,621,655,865,19942,4609,97565790,295550,22325
279,31/03/2021,7061886,25,1389,118,100,107,5682,571,97565790,66288,2832
60.0596302,31/03/2021,31515569,492,27693,2433,2841,1346,70302,8298,97565790,709213,48040
59.99,31/03/2021,32737302,20,1516,141,126,1089,25083,1245,97565790,187527,7355
149.3584472,31/03/2021,32939029,322,8766,872,1581,899,3537,946,97565790,40799,4518
,31/03/2021,48740784,0,1,0,0,39,77189,5123,97565790,1212010,36699
,31/03/2021,73318567,0,263,17,0,1089,25083,1245,97565790,187527,7355
80.66355932,30/03/2021,85004,59,3742,1337,461,543,34843,3734,96344809,199044,24370
70.00789286,30/03/2021,4066298,280,4027,257,828,1248,4650,2737,96344809,47010,10736
120.7752299,30/03/2021,6676673,174,9418,610,689,810,18499,4272,96344809,276170,21573
279,30/03/2021,7061886,38,2594,362,159,126,11060,636,96344809,103510,3866
59.99,30/03/2021,31515569,395,24494,2180,2521,1071,62316,7671,96344809,654117,44921
59.99,30/03/2021,32737302,17,1691,164,116,856,21323,997,96344809,186133,7120
142.5144172,30/03/2021,32939029,163,5828,789,772,741,4709,777,96344809,40167,3545
,30/03/2021,48740784,0,2,0,0,32,72236,5104,96344809,1147447,35656
59.99,30/03/2021,73318567,1,313,34,2,856,21323,997,96344809,186133,7120
80.60925926,29/03/2021,85004,54,2865,574,366,557,31041,3454,93829264,186203,21359
69.71278846,29/03/2021,4066298,312,4278,352,966,1380,4287,2758,93829264,44476,10063
125.5318994,29/03/2021,6676673,179,10470,576,808,813,20012,4477,93829264,272966,21570
281.625,29/03/2021,7061886,16,1307,126,87,92,5825,579,93829264,65857,2741
59.99,29/03/2021,31515569,248,18979,1610,1568,795,61187,7276,93829264,610501,41058
59.99,29/03/2021,32737302,18,1977,262,107,735,26063,884,93829264,198187,6232
140.9394444,29/03/2021,32939029,162,6338,748,724,767,4997,803,93829264,43593,3301
,29/03/2021,48740784,0,4,0,0,40,76108,4878,93829264,1114623,35843
,29/03/2021,73318567,0,266,16,2,735,26063,884,93829264,198187,6232
80.2255814,28/03/2021,85004,43,3287,958,449,546,42407,3903,104071109,208084,24021
68,28/03/2021,4066298,372,4695,430,1164,1735,4158,2989,104071109,43110,10014
124.0673381,28/03/2021,6676673,139,7638,490,616,775,20178,4134,104071109,278450,20811
285,28/03/2021,7061886,23,2041,254,117,129,7085,583,104071109,77406,3229
59.99,28/03/2021,31515569,537,31121,2255,4140,1349,82031,8528,104071109,738511,49213
59.99,28/03/2021,32737302,33,3325,420,188,1155,33941,1371,104071109,268175,9311
136.6452941,28/03/2021,32939029,221,6408,674,876,819,4572,849,104071109,45886,3793
,28/03/2021,48740784,0,3,1,0,28,81550,4999,104071109,1239943,37938
,28/03/2021,73318567,0,423,33,0,1155,33941,1371,104071109,268175,9311
80.12222222,27/03/2021,85004,45,4389,2856,565,462,34523,3284,87307349,177683,20708
68,27/03/2021,4066298,304,3580,257,942,1377,3274,2417,87307349,36080,8286
121.0543972,27/03/2021,6676673,141,8164,429,637,755,18324,4015,87307349,259473,19851
283.9263158,27/03/2021,7061886,19,1655,183,97,118,4368,517,87307349,57757,2637
59.99,27/03/2021,31515569,328,23432,1395,3087,967,63138,7321,87307349,619433,42172
59.99,27/03/2021,32737302,20,2250,256,109,786,20029,950,87307349,174689,6507
134.5786667,27/03/2021,32939029,150,4247,437,570,685,3138,719,87307349,37092,3150
,27/03/2021,48740784,0,3,0,0,34,78822,4941,87307349,1168559,37480
